customer_id,full_name,age,gender,email,marital_status,number_of_dependents,employment_status,annual_income,occupation,education_level,residential_status,credit_score,total_assets,total_liabilities,primary_bank,number_of_bank_accounts,number_of_credit_cards,loan_history,investment_portfolio,categories_of_spending,average_monthly_spending,emi_payments,email_engagement,social_media_engagement,website_visits,product_page_visits,ad_clicks,preferred_investment_type,risk_appetite,short-term_goals,long-term_goals,conversion_rate,preferred_communication_channel,churn_risk,previous_offers_shown
905,Nadia Singh,35,Female,nsinghp4@springer.com,Single,2,Self-employed,108674,Marketing Manager,High School,Renter,554,1006885,241485,WF,3,3,Bad,Bonds,Travel,16842,210,Ignored,Opened,50,3,3,Crypto,Medium,Gadgets,Property,93,SMS,High,Credit Card
906,Lawton Tynemouth,43,Male,ltynemouthp5@spotify.com,Divorced,1,Student,172516,Marketing Manager,Master,Owner,619,1090508,252847,WF,2,9,Bad,Crypto,Dining,19996,2320,Opened,Ignored,37,18,7,Crypto,Medium,Gadgets,Education,85,Email,Medium,Credit Card
907,Jacklin Arendsen,34,Female,jarendsenp6@nifty.com,Single,5,Retired,177591,Human Resources Specialist,Master,Renter,545,1101860,135428,Peoples Bank,2,1,Bad,Crypto,Groceries,4993,1197,Clicked,Clicked,27,13,8,Mutual Funds,Low,Gadgets,Education,70,Email,Low,Insurance
908,Annemarie Ridges,26,Female,aridgesp7@gnu.org,Divorced,0,Student,176072,Marketing Manager,PhD,Renter,498,503940,73700,Peoples Bank,5,6,No history,Bonds,Groceries,8868,597,Clicked,Ignored,23,18,9,Crypto,Low,Travel,Property,18,SMS,Medium,Insurance
909,Evanne Montacute,25,Female,emontacutep8@wordpress.org,Single,2,Employed,189816,Marketing Manager,Bachelor,Owner,762,271833,103659,Peoples Bank,4,7,Good,Real Estate,Groceries,8120,3028,Clicked,Opened,31,5,0,Mutual Funds,High,Gadgets,Retirement,71,Email,High,Insurance
910,Kata Bold,31,Female,kboldp9@cdbaby.com,Single,2,Retired,98710,Graphic Designer,High School,Owner,697,1457205,269796,National Bank,1,9,Bad,Crypto,Groceries,16092,1736,Opened,Clicked,18,0,7,Mutual Funds,Medium,Wedding,Property,78,Email,High,Credit Card
911,Clarabelle MacAiline,49,Female,cmacailinepa@biglobe.ne.jp,Married,3,Student,412999,Human Resources Specialist,PhD,Renter,592,556872,413621,National Bank,5,9,Good,Bonds,Dining,3490,1888,Opened,Opened,46,15,5,Mutual Funds,High,Gadgets,Property,88,Email,Low,Insurance
912,Jobina Adamsen,22,Female,jadamsenpb@google.es,Widowed,0,Unemployed,412652,Software Engineer,PhD,Owner,446,1810453,99586,Peoples Bank,4,10,Bad,Bonds,Dining,4434,275,Ignored,Ignored,43,6,5,Crypto,High,Gadgets,Retirement,81,Email,High,Insurance
913,Sutherland Caffrey,23,Male,scaffreypc@networksolutions.com,Single,3,Unemployed,299799,Human Resources Specialist,PhD,Owner,781,1471619,301163,GS,5,2,No history,None,Travel,16794,2993,Clicked,Opened,3,16,6,Real Estate,Medium,Wedding,Retirement,6,SMS,Medium,Credit Card
914,Slade Halliberton,54,Male,shallibertonpd@list-manage.com,Widowed,1,Unemployed,186057,Marketing Manager,PhD,Renter,600,1686330,201337,GS,5,2,Good,Stocks,Dining,3013,2818,Opened,Opened,9,15,10,Real Estate,Low,Gadgets,Property,44,WhatsApp,High,Insurance
915,Rhoda Fri,42,Female,rfripe@rambler.ru,Divorced,1,Unemployed,308116,Human Resources Specialist,Bachelor,Owner,440,733112,448004,GS,5,1,No history,Crypto,Travel,2329,4920,Clicked,Ignored,34,16,1,Mutual Funds,High,Wedding,Retirement,60,WhatsApp,High,Loan
916,Weylin Turpey,33,Male,wturpeypf@globo.com,Widowed,5,Self-employed,462778,Graphic Designer,Bachelor,Renter,308,1067120,47755,National Bank,2,0,No history,Crypto,Groceries,8502,675,Ignored,Opened,3,8,2,Stocks,High,Wedding,Retirement,30,Email,Low,Credit Card
917,Chicky Kharchinski,38,Female,ckharchinskipg@usa.gov,Single,2,Employed,401488,Human Resources Specialist,PhD,Owner,823,1452103,131870,Community Bank,3,1,Good,Bonds,Groceries,4674,87,Opened,Clicked,41,4,5,Stocks,Low,Wedding,Property,32,WhatsApp,Low,Insurance
918,Herb Fricker,39,Male,hfrickerph@soup.io,Divorced,3,Self-employed,442176,Human Resources Specialist,PhD,Owner,747,749162,319778,First Bank,2,7,Bad,Real Estate,Luxury,10981,4419,Opened,Clicked,25,2,6,Crypto,Low,Wedding,Retirement,28,Email,Low,Credit Card
919,Marley Anelay,52,Female,manelaypi@bloglines.com,Single,2,Student,392462,Marketing Manager,Bachelor,Renter,320,319128,411781,City Bank,5,6,Bad,Real Estate,Luxury,17147,700,Ignored,Opened,13,12,6,Mutual Funds,Medium,Wedding,Property,67,Email,High,Loan
920,Kelby Morse,52,Male,kmorsepj@sphinn.com,Divorced,2,Student,267508,Software Engineer,PhD,Owner,798,1726201,424676,Community Bank,5,7,No history,None,Groceries,3129,1653,Clicked,Ignored,22,6,6,Crypto,Low,Wedding,Retirement,88,Email,Medium,Credit Card
921,Norina Guyet,54,Female,nguyetpk@bizjournals.com,Single,5,Employed,33609,Sales Associate,High School,Renter,571,146339,181349,City Bank,4,5,Good,None,Groceries,4559,2945,Clicked,Opened,40,9,6,Crypto,High,Wedding,Retirement,42,Email,High,Credit Card
922,Jard Brandsen,40,Male,jbrandsenpl@marriott.com,Divorced,3,Student,138655,Graphic Designer,High School,Renter,301,149475,326592,Peoples Bank,4,7,No history,Stocks,Dining,18637,3645,Clicked,Ignored,25,15,5,Crypto,High,Wedding,Retirement,5,SMS,Medium,Insurance
923,Kendrick Brockway,41,Male,kbrockwaypm@wordpress.org,Single,5,Employed,478952,Graphic Designer,Bachelor,Renter,682,1323897,20225,Peoples Bank,5,0,Good,None,Luxury,3919,3711,Clicked,Opened,7,0,4,Stocks,High,Travel,Retirement,90,SMS,Low,Loan
924,Isadora Reide,27,Female,ireidepn@nba.com,Married,4,Unemployed,395912,Software Engineer,Master,Renter,781,1649665,349592,Peoples Bank,1,9,No history,Crypto,Dining,15957,2853,Clicked,Ignored,45,18,0,Crypto,High,Gadgets,Retirement,69,Email,Medium,Loan
925,Etienne Sindle,54,Male,esindlepo@fotki.com,Married,3,Unemployed,224660,Human Resources Specialist,High School,Renter,520,1069161,57943,First Bank,5,4,Good,Bonds,Travel,12235,438,Clicked,Ignored,48,13,2,Mutual Funds,Medium,Wedding,Property,58,WhatsApp,Medium,Loan
926,Myrna McEwen,25,Female,mmcewenpp@mashable.com,Single,0,Student,191599,Sales Associate,Bachelor,Renter,365,1327255,52586,GS,2,8,No history,Bonds,Dining,18237,1944,Opened,Clicked,41,18,6,Mutual Funds,High,Gadgets,Education,41,Email,Medium,Loan
927,Roldan Kid,23,Male,rkidpq@va.gov,Married,2,Unemployed,141002,Graphic Designer,Bachelor,Owner,501,1421650,176639,Peoples Bank,5,6,Good,Stocks,Luxury,13617,4413,Ignored,Clicked,27,9,2,Crypto,High,Gadgets,Education,43,WhatsApp,Low,Insurance
928,Derby Busson,30,Male,dbussonpr@google.es,Divorced,2,Employed,256938,Sales Associate,High School,Renter,675,946902,255320,GS,2,1,Bad,Bonds,Dining,16786,4518,Ignored,Opened,0,0,3,Mutual Funds,Low,Wedding,Retirement,18,SMS,High,Insurance
929,Amos Smewing,44,Male,asmewingps@godaddy.com,Divorced,4,Self-employed,360868,Graphic Designer,Master,Owner,604,1415430,376768,National Bank,1,8,No history,Crypto,Dining,3347,59,Clicked,Clicked,1,0,7,Crypto,Medium,Travel,Retirement,85,Email,Low,Credit Card
930,Claudius Jovanovic,19,Male,cjovanovicpt@desdev.cn,Divorced,1,Self-employed,369012,Sales Associate,High School,Owner,330,142416,246955,GS,1,8,Good,Bonds,Travel,16047,848,Clicked,Opened,47,7,9,Mutual Funds,Medium,Travel,Property,73,WhatsApp,Low,Loan
931,Tulley Just,29,Male,tjustpu@google.es,Widowed,2,Retired,164029,Sales Associate,Bachelor,Renter,473,933529,17369,GS,2,3,Bad,None,Groceries,18223,820,Opened,Clicked,7,8,7,Real Estate,Low,Wedding,Retirement,19,Email,Medium,Credit Card
932,Rosco Ruske,53,Male,rruskepv@nyu.edu,Married,1,Employed,138368,Marketing Manager,PhD,Owner,849,717417,169613,National Bank,5,7,Good,Real Estate,Groceries,6511,3326,Ignored,Clicked,45,1,8,Crypto,Medium,Gadgets,Property,45,WhatsApp,Medium,Insurance
933,Connie McQuie,55,Male,cmcquiepw@usda.gov,Divorced,1,Self-employed,199659,Marketing Manager,Master,Owner,522,207073,333771,Community Bank,4,6,Good,Bonds,Dining,11852,2280,Ignored,Clicked,18,7,2,Crypto,High,Gadgets,Property,19,SMS,High,Credit Card
934,Lynnett Loughead,32,Female,llougheadpx@slideshare.net,Single,5,Unemployed,431483,Marketing Manager,Bachelor,Renter,717,723968,167997,BNY,5,1,No history,Real Estate,Travel,15761,4534,Ignored,Clicked,33,16,0,Mutual Funds,Medium,Wedding,Retirement,49,WhatsApp,High,Insurance
935,Nero Lucey,44,Male,nluceypy@army.mil,Divorced,5,Student,220264,Sales Associate,High School,Owner,490,1093578,417421,GS,3,2,Good,Stocks,Dining,5938,3294,Ignored,Ignored,7,10,5,Mutual Funds,Low,Travel,Education,69,SMS,High,Insurance
936,Dall Taysbil,23,Male,dtaysbilpz@freewebs.com,Divorced,5,Student,316557,Sales Associate,High School,Renter,421,1514481,388526,GS,3,5,Good,Real Estate,Travel,18260,3057,Clicked,Opened,28,7,10,Stocks,Low,Wedding,Property,31,WhatsApp,Low,Credit Card
937,Garrek Jamison,27,Male,gjamisonq0@shutterfly.com,Married,1,Unemployed,287557,Sales Associate,Bachelor,Renter,482,1178559,451849,GS,2,0,Bad,Crypto,Luxury,2908,2726,Clicked,Opened,29,18,2,Mutual Funds,High,Wedding,Property,88,WhatsApp,Medium,Credit Card
938,Bald Rames,23,Male,bramesq1@reference.com,Widowed,0,Employed,129508,Graphic Designer,Bachelor,Renter,593,1990746,314867,BNY,3,4,Bad,Real Estate,Travel,19432,1922,Opened,Clicked,36,16,3,Mutual Funds,High,Gadgets,Retirement,62,Email,High,Credit Card
939,Gretna Feltham,42,Female,gfelthamq2@cornell.edu,Widowed,0,Student,41210,Marketing Manager,High School,Renter,740,96603,109132,Community Bank,4,2,Bad,Bonds,Luxury,1715,3730,Ignored,Ignored,3,7,9,Crypto,High,Wedding,Education,8,WhatsApp,Medium,Credit Card
940,Collie Sancto,22,Female,csanctoq3@kickstarter.com,Married,2,Student,491727,Human Resources Specialist,Bachelor,Renter,691,1297964,483177,Peoples Bank,3,2,No history,Real Estate,Luxury,7364,677,Opened,Clicked,12,13,9,Crypto,Low,Wedding,Property,51,SMS,Low,Insurance
941,Hubey Mackstead,28,Male,hmacksteadq4@usnews.com,Single,1,Unemployed,74219,Software Engineer,Bachelor,Renter,560,435471,477930,BNY,3,1,Good,None,Dining,7911,4031,Opened,Ignored,16,8,9,Real Estate,High,Travel,Education,7,Email,Medium,Insurance
942,Alis Blabey,45,Female,ablabeyq5@theglobeandmail.com,Married,5,Student,180462,Graphic Designer,PhD,Owner,729,176396,475619,City Bank,2,8,Bad,None,Travel,9663,1061,Opened,Opened,49,3,2,Crypto,High,Wedding,Property,66,SMS,Low,Insurance
943,Shayne Baudassi,21,Male,sbaudassiq6@omniture.com,Married,4,Student,138626,Human Resources Specialist,PhD,Owner,728,1137630,795,First Bank,4,6,Good,Crypto,Luxury,4204,3804,Ignored,Ignored,15,9,9,Crypto,High,Travel,Education,88,SMS,High,Credit Card
944,Elmira Breyt,30,Female,ebreytq7@unc.edu,Single,3,Unemployed,169397,Marketing Manager,PhD,Renter,721,1237930,357304,BNY,2,8,Good,Stocks,Groceries,6586,3975,Clicked,Ignored,35,5,3,Mutual Funds,Medium,Travel,Retirement,86,Email,High,Insurance
945,Ephrem Polson,52,Male,epolsonq8@cdbaby.com,Divorced,0,Retired,310089,Human Resources Specialist,PhD,Owner,430,1229760,374523,GS,2,10,Bad,Crypto,Groceries,14194,2083,Clicked,Opened,48,4,8,Real Estate,Low,Travel,Property,65,SMS,High,Insurance
946,Eugenie Winsborrow,44,Female,ewinsborrowq9@wikispaces.com,Widowed,1,Student,163307,Marketing Manager,High School,Owner,501,177151,145303,First Bank,2,2,Good,Bonds,Dining,15848,3236,Clicked,Clicked,5,15,6,Crypto,Medium,Travel,Retirement,22,WhatsApp,High,Loan
947,Stephenie Hayler,21,Female,shaylerqa@washingtonpost.com,Married,2,Unemployed,263632,Graphic Designer,High School,Renter,564,1818609,102648,WF,1,2,No history,None,Groceries,6562,167,Opened,Opened,40,2,5,Mutual Funds,Medium,Travel,Education,75,Email,Medium,Loan
948,Roselin Waters,20,Female,rwatersqb@elegantthemes.com,Divorced,0,Self-employed,151854,Software Engineer,High School,Owner,445,1238571,269011,BNY,1,0,Bad,None,Travel,6196,2922,Clicked,Opened,23,15,3,Crypto,Medium,Travel,Property,45,Email,Low,Insurance
949,Cos Mellonby,44,Male,cmellonbyqc@1und1.de,Married,5,Employed,38249,Software Engineer,Bachelor,Renter,423,742499,110739,First Bank,2,0,Bad,Bonds,Travel,19563,1184,Opened,Ignored,50,14,4,Stocks,Medium,Gadgets,Education,90,Email,High,Loan
950,Vanya Kann,19,Male,vkannqd@webeden.co.uk,Single,1,Student,272341,Sales Associate,High School,Owner,505,1517952,413856,Peoples Bank,3,1,No history,Stocks,Groceries,6254,3388,Opened,Ignored,42,10,1,Crypto,Low,Gadgets,Property,1,WhatsApp,High,Credit Card
951,Barney Roisen,26,Male,broisenqe@jimdo.com,Widowed,2,Retired,426560,Human Resources Specialist,Master,Owner,757,1094574,296015,Peoples Bank,1,9,No history,Bonds,Groceries,14088,510,Clicked,Clicked,48,11,3,Stocks,Low,Travel,Property,49,SMS,Medium,Credit Card
952,Nelson Dennerley,37,Male,ndennerleyqf@paginegialle.it,Divorced,0,Unemployed,306055,Software Engineer,High School,Owner,500,1038296,257213,First Bank,2,3,No history,Real Estate,Groceries,3446,3491,Clicked,Ignored,28,13,2,Crypto,Low,Wedding,Retirement,9,SMS,Medium,Loan
953,Aarika Spence,33,Female,aspenceqg@bluehost.com,Married,1,Unemployed,336397,Human Resources Specialist,Master,Owner,725,1401209,18991,Community Bank,2,9,No history,None,Travel,2251,743,Ignored,Ignored,43,13,5,Real Estate,High,Travel,Education,21,SMS,Low,Insurance
954,Janek Dobson,24,Male,jdobsonqh@ebay.co.uk,Divorced,2,Self-employed,231780,Software Engineer,High School,Renter,520,1359416,234066,Community Bank,1,8,Good,Crypto,Travel,17245,2725,Clicked,Ignored,7,15,8,Mutual Funds,High,Gadgets,Education,31,SMS,Low,Credit Card
955,Talyah Lacoste,23,Female,tlacosteqi@symantec.com,Widowed,5,Retired,192981,Marketing Manager,PhD,Owner,425,1820892,447506,WF,2,10,Bad,Crypto,Dining,2572,4377,Clicked,Clicked,23,9,6,Mutual Funds,Low,Gadgets,Property,97,Email,Medium,Loan
956,Lorene Youthead,32,Female,lyoutheadqj@ucoz.com,Divorced,4,Employed,425324,Human Resources Specialist,PhD,Renter,357,45724,393028,Peoples Bank,3,1,Bad,None,Groceries,10081,3916,Ignored,Clicked,32,14,2,Crypto,High,Gadgets,Property,46,Email,High,Insurance
957,Cassius Odell,25,Male,codellqk@topsy.com,Widowed,3,Unemployed,414035,Marketing Manager,High School,Owner,645,1310770,283990,City Bank,2,8,No history,None,Dining,8319,4642,Opened,Ignored,45,3,5,Crypto,Low,Gadgets,Retirement,39,Email,Low,Loan
958,Gaye Joddens,48,Female,gjoddensql@cnbc.com,Divorced,5,Self-employed,283461,Sales Associate,Master,Owner,817,104547,405264,National Bank,3,1,Bad,Real Estate,Luxury,18789,4905,Clicked,Ignored,10,8,9,Stocks,High,Gadgets,Property,4,Email,Low,Insurance
959,Ingrid Coggill,33,Female,icoggillqm@51.la,Widowed,3,Retired,498036,Sales Associate,PhD,Renter,371,202469,288505,City Bank,1,4,Good,None,Dining,14253,1227,Opened,Opened,7,6,8,Stocks,High,Gadgets,Education,49,WhatsApp,Low,Credit Card
960,Garey Faill,32,Male,gfaillqn@yellowbook.com,Married,0,Employed,121433,Graphic Designer,High School,Owner,679,1581243,160843,Community Bank,2,10,Bad,Stocks,Dining,11088,3997,Ignored,Opened,30,12,8,Crypto,High,Wedding,Property,73,WhatsApp,Medium,Credit Card
961,Briant Soane,32,Male,bsoaneqo@mashable.com,Divorced,1,Self-employed,441588,Marketing Manager,PhD,Renter,560,243540,273079,GS,2,1,No history,Stocks,Luxury,15291,2679,Ignored,Opened,34,4,6,Real Estate,Low,Gadgets,Retirement,31,WhatsApp,Medium,Loan
962,Angie Sicely,25,Male,asicelyqp@dailymotion.com,Married,5,Unemployed,40758,Software Engineer,Master,Owner,542,1740034,41759,BNY,4,1,Good,Real Estate,Luxury,8784,845,Clicked,Opened,28,14,8,Stocks,Medium,Wedding,Property,91,WhatsApp,Medium,Insurance
963,Chrissy Woollhead,31,Male,cwoollheadqq@cbc.ca,Single,2,Retired,395660,Sales Associate,Master,Owner,616,1387052,488817,City Bank,1,4,No history,Bonds,Travel,12740,2585,Opened,Opened,36,9,2,Stocks,High,Wedding,Property,53,Email,Medium,Loan
964,Stanwood Pelman,38,Male,spelmanqr@list-manage.com,Widowed,4,Retired,224125,Human Resources Specialist,High School,Renter,383,1980986,326474,National Bank,2,9,Good,Real Estate,Luxury,4456,2814,Ignored,Clicked,18,9,1,Mutual Funds,High,Gadgets,Education,91,WhatsApp,Low,Loan
965,Levey Cornell,34,Male,lcornellqs@nasa.gov,Single,5,Employed,395355,Sales Associate,High School,Owner,679,999963,403659,BNY,2,2,Bad,Crypto,Travel,19983,1107,Opened,Clicked,47,10,1,Mutual Funds,Low,Travel,Retirement,98,Email,High,Insurance
966,Murdoch Redier,23,Male,mredierqt@fc2.com,Married,0,Employed,438913,Marketing Manager,Bachelor,Owner,499,1585053,420308,BNY,2,2,No history,Crypto,Dining,2707,585,Opened,Opened,29,5,0,Real Estate,High,Gadgets,Property,45,Email,Low,Insurance
967,Rees Linnitt,42,Male,rlinnittqu@vinaora.com,Divorced,0,Self-employed,272918,Marketing Manager,Bachelor,Renter,365,1067779,82137,National Bank,3,10,No history,Bonds,Groceries,6654,1337,Clicked,Opened,0,7,3,Mutual Funds,Medium,Gadgets,Retirement,91,SMS,Medium,Credit Card
968,Dan Barensky,19,Male,dbarenskyqv@webnode.com,Widowed,2,Retired,108874,Marketing Manager,Bachelor,Renter,604,615286,377064,Peoples Bank,1,7,No history,None,Dining,3765,2761,Opened,Clicked,17,20,8,Stocks,High,Gadgets,Retirement,40,SMS,Medium,Loan
969,Guthry Grancher,30,Male,ggrancherqw@ovh.net,Widowed,2,Student,459124,Graphic Designer,Bachelor,Owner,452,952462,119896,BNY,5,5,No history,Crypto,Dining,13370,4499,Clicked,Clicked,19,1,5,Mutual Funds,Low,Gadgets,Education,31,Email,Low,Insurance
970,Cam Sweetzer,22,Female,csweetzerqx@slate.com,Divorced,3,Employed,408028,Graphic Designer,PhD,Renter,788,451297,118093,BNY,2,8,Good,Crypto,Dining,14625,2343,Clicked,Ignored,25,13,7,Stocks,Low,Wedding,Education,59,SMS,High,Credit Card
971,Fulvia Simone,27,Female,fsimoneqy@sphinn.com,Divorced,1,Retired,252266,Graphic Designer,PhD,Owner,777,1949293,45313,First Bank,2,4,No history,Stocks,Dining,2132,496,Ignored,Opened,2,7,0,Real Estate,Medium,Gadgets,Retirement,67,WhatsApp,Low,Loan
972,Harv Everton,54,Male,hevertonqz@businesswire.com,Married,2,Retired,214753,Human Resources Specialist,PhD,Renter,729,484063,175074,BNY,4,9,No history,Stocks,Dining,5692,4832,Clicked,Opened,8,5,9,Stocks,High,Travel,Retirement,2,SMS,High,Insurance
973,Staford Bultitude,21,Male,sbultituder0@ca.gov,Widowed,1,Unemployed,403468,Marketing Manager,PhD,Owner,569,1604915,383809,GS,4,0,No history,None,Groceries,13274,1307,Opened,Opened,19,15,0,Crypto,High,Wedding,Property,58,Email,Medium,Loan
974,Mae Hagart,19,Female,mhagartr1@reddit.com,Single,0,Student,326141,Software Engineer,PhD,Renter,356,1214431,303193,GS,3,4,Bad,Real Estate,Luxury,16081,159,Ignored,Ignored,37,15,6,Real Estate,High,Travel,Retirement,86,SMS,Low,Credit Card
975,Magda Formilli,21,Female,mformillir2@jimdo.com,Single,2,Self-employed,361257,Sales Associate,PhD,Renter,391,15780,464100,Peoples Bank,1,9,Good,Crypto,Groceries,13948,866,Ignored,Opened,6,0,6,Mutual Funds,Low,Wedding,Retirement,28,WhatsApp,High,Loan
976,Elbert Isakowicz,50,Male,eisakowiczr3@google.com.hk,Divorced,1,Self-employed,347404,Sales Associate,Master,Owner,356,662687,258612,GS,5,1,No history,Real Estate,Dining,15372,224,Clicked,Ignored,50,20,6,Crypto,Low,Travel,Education,24,Email,High,Credit Card
977,Portia Lynde,37,Female,plynder4@nbcnews.com,Widowed,1,Self-employed,254947,Marketing Manager,PhD,Owner,437,795591,67147,National Bank,3,9,No history,Crypto,Groceries,3689,1580,Opened,Ignored,5,12,10,Real Estate,Medium,Gadgets,Retirement,36,Email,Low,Credit Card
978,August Joslyn,20,Male,ajoslynr5@adobe.com,Single,2,Unemployed,307142,Marketing Manager,Master,Owner,686,252878,462645,WF,4,3,No history,Crypto,Luxury,12047,3198,Clicked,Opened,13,18,1,Mutual Funds,Low,Gadgets,Property,97,WhatsApp,Low,Insurance
979,Loretta Ferrotti,42,Female,lferrottir6@t-online.de,Divorced,2,Student,261293,Human Resources Specialist,PhD,Renter,522,1002178,123864,WF,1,0,Good,None,Groceries,18134,4565,Opened,Opened,41,8,8,Real Estate,Low,Gadgets,Property,69,WhatsApp,Low,Credit Card
980,Dix Traut,52,Female,dtrautr7@privacy.gov.au,Widowed,5,Employed,295674,Marketing Manager,Bachelor,Owner,847,157386,40560,WF,1,9,Good,None,Travel,15868,1228,Ignored,Ignored,0,18,8,Crypto,Low,Travel,Retirement,44,SMS,Low,Insurance
981,Leah Farryan,39,Female,lfarryanr8@tinyurl.com,Married,5,Unemployed,485287,Sales Associate,High School,Renter,351,1703576,456727,BNY,5,5,Bad,Real Estate,Travel,10061,2098,Opened,Ignored,25,18,1,Real Estate,High,Travel,Education,96,SMS,Low,Credit Card
982,Lilla Haddacks,49,Female,lhaddacksr9@admin.ch,Widowed,3,Employed,378234,Marketing Manager,Bachelor,Renter,659,1597816,331442,City Bank,3,4,Bad,Real Estate,Luxury,5319,3890,Clicked,Ignored,29,8,7,Real Estate,Medium,Wedding,Property,71,SMS,High,Insurance
983,Mechelle Roden,52,Female,mrodenra@skype.com,Single,5,Self-employed,154427,Sales Associate,High School,Renter,776,1566051,28273,City Bank,3,6,Good,Crypto,Dining,17449,117,Ignored,Clicked,47,2,10,Mutual Funds,High,Wedding,Retirement,93,SMS,Medium,Loan
984,Jessamyn Groombridge,26,Female,jgroombridgerb@a8.net,Married,3,Retired,72657,Human Resources Specialist,High School,Renter,797,1409467,429812,National Bank,3,4,No history,Bonds,Groceries,1858,14,Ignored,Opened,35,11,10,Mutual Funds,Medium,Travel,Retirement,53,SMS,Low,Loan
985,Bettine MacNally,43,Female,bmacnallyrc@infoseek.co.jp,Widowed,3,Retired,118855,Software Engineer,PhD,Renter,707,487661,243378,BNY,1,4,No history,Real Estate,Groceries,10288,997,Opened,Clicked,15,6,5,Stocks,Medium,Wedding,Property,89,WhatsApp,Medium,Insurance
986,Griz Jentzsch,24,Male,gjentzschrd@biblegateway.com,Married,3,Self-employed,289029,Software Engineer,Master,Owner,436,1805062,5277,BNY,1,5,Good,Bonds,Travel,15369,4018,Ignored,Opened,46,5,3,Crypto,High,Wedding,Property,15,WhatsApp,High,Credit Card
